latitude,longitude
1.30292,103.85799999999999
1.28405,103.84424
1.28405,103.84424
1.28405,103.84424
1.2846600000000001,103.84255
1.2994700000000001,103.84661
1.2841,103.84253000000001
1.28328,103.84532
1.4484299999999999,103.81538
1.30626,103.83994
1.3190899999999999,103.85741
1.31435,103.88616999999999
1.38717,103.74256
1.34566,103.95994
1.31742,103.82571999999999
1.3199299999999998,103.92342
1.34574,103.95945
1.36724,103.84722
1.31539,103.88257
1.31944,103.91529
1.32249,103.92316
1.29726,103.84263
1.3377,103.88248
1.3196299999999999,103.92399999999999
1.27365,103.84354
1.32359,103.85063000000001
1.38768,103.74476
1.3234700000000001,103.85213
1.29815,103.83895
1.29549,103.83931
1.38686,103.74468
1.2815299999999998,103.84808000000001
1.3152,103.85925999999999
1.3164200000000001,103.8398
1.32122,103.91492
1.32423,103.85293
1.29488,103.83973
1.38602,103.74316
1.36867,103.89905
1.44076,103.77626
1.29041,103.83482
1.2844799999999998,103.8436
1.3117,103.86028
1.29462,103.83855
1.2990700000000002,103.87601
1.3117,103.86028
1.3117,103.86028
1.3117,103.86028
1.3117,103.86028
1.3117,103.86028
1.3117,103.86028
1.33746,103.78052
1.2942,103.84283
1.2830000000000001,103.84399
1.28409,103.84514
1.33667,103.73748
1.3034299999999999,103.85799
1.3111700000000002,103.86214
1.3069899999999999,103.80159
1.32823,103.94835
1.29519,103.84185
1.31566,103.8859
1.31531,103.88561
1.29645,103.83972
1.2964799999999999,103.83877
1.2805,103.78439
1.30021,103.84288000000001
1.31047,103.86095999999999
1.36103,103.88356
1.2986,103.84659
1.3396700000000001,103.86901
1.27811,103.83379000000001
1.29575,103.86549000000001
1.29792,103.83781
1.3160100000000001,103.88579
1.31239,103.85200999999999
1.3152,103.85925999999999
1.3152,103.85925999999999
1.3152,103.85925999999999
1.3139299999999998,103.88749
1.3108600000000001,103.85883000000001
1.30997,103.86052
1.28362,103.84552
1.34714,103.96002
1.28378,103.8431
1.28216,103.84714
1.28845,103.84355
1.31562,103.88586
1.29508,103.84085
1.34948,103.96321
1.28667,103.82935
1.36449,103.95931
1.31228,103.89520999999999
1.30287,103.9005
1.2949899999999999,103.83851999999999
1.3766399999999999,103.85238000000001
1.2978299999999998,103.83936
1.3736,103.87644
1.28318,103.84335
1.2845799999999998,103.84298000000001
1.28955,103.83861
1.31122,103.84108
1.31704,103.88847
1.28496,103.84318
1.28424,103.84275
1.31492,103.88801
1.28262,103.84487
1.28354,103.84331
1.3155,103.88596
1.2953299999999999,103.83797
1.29798,103.7668
1.31379,103.88577
1.30376,103.85923000000001
1.3017100000000001,103.85959
1.31083,103.85799999999999
1.29597,103.8382
1.3418700000000001,103.71115
1.32986,103.81296999999999
1.31586,103.88559000000001
1.31565,103.88576
1.3471,103.77532
1.2900200000000002,103.82315
1.3146200000000001,103.89173000000001
1.3451799999999998,103.86094
1.31808,103.90581999999999
1.31944,103.86222
1.3137,103.88765
1.3372,103.73606
1.33856,103.73562
1.31633,103.88539
1.31172,103.86010999999999
1.31179,103.86001999999999
1.27641,103.84087
1.28223,103.83867
1.31995,103.79426
1.31444,103.88709
1.31595,103.8269
1.31131,103.88343
1.29088,103.83891
1.31718,103.84286999999999
1.27254,103.8337
1.29312,103.82979
1.31409,103.87213
1.32419,103.85284
1.31566,103.82666
1.29671,103.83999
1.30789,103.89646
1.31512,103.85343
1.34702,103.72274
1.3334700000000002,103.78634
1.31503,103.88605
1.34746,103.73203000000001
1.29377,103.82844
1.32712,103.86468
1.2730299999999999,103.82783
1.3307799999999999,103.86782
1.31025,103.88325999999999
1.3110700000000002,103.88292
1.31045,103.88114
1.30115,103.8479
1.30475,103.84031999999999
1.31503,103.85116
1.27522,103.84696
1.31467,103.93974
1.28142,103.84522
1.32546,103.8519
1.31473,103.88733
1.29775,103.88341
1.3443200000000002,103.86255
1.39042,103.90796
1.27804,103.80806
1.3448,103.86144
1.32899,103.94787
1.38785,103.8694
1.29561,103.8543
1.31017,103.88253
1.2843,103.83254000000001
1.30706,103.86326
1.31528,103.88817
1.28272,103.84707
1.34151,103.84163000000001
1.28895,103.85033
1.30972,103.88266
1.31118,103.85591
1.29702,103.84145
1.31368,103.88597
1.37986,103.75086999999999
1.31316,103.88735
1.36,103.8319
1.31161,103.88143000000001
1.31387,103.93484000000001
1.3048899999999999,103.78451
1.2923799999999999,103.83978
1.3130700000000002,103.88623
1.31464,103.88642
1.3145,103.88606999999999
1.32962,103.88684
1.29887,103.83603000000001
1.31102,103.88139
1.3096,103.88166
1.31045,103.88148000000001
1.28175,103.84433
1.3165799999999999,103.82714
1.29882,103.76499
1.3657299999999999,103.83874
1.30008,103.79455
1.45328,103.82199
1.31765,103.78716
1.36687,103.95896
1.29704,103.8886
1.29929,103.84774
1.30479,103.83518000000001
1.30352,103.83483000000001
1.27414,103.84595999999999
1.3017299999999998,103.84917
1.2851,103.84195
1.28614,103.8421
1.33305,103.87235
1.31481,103.88611
1.3069,103.83188
1.3534899999999999,103.83274
1.3159999999999998,103.86134
1.31114,103.88278000000001
1.28508,103.84291999999999
1.349,103.88105
1.2873,103.84894
1.31671,103.82831
1.31091,103.88131
1.3103,103.88190999999999
1.29435,103.83551
1.30505,103.79822
1.33199,103.94126
1.3293,103.85401999999999
1.3155299999999999,103.88662
1.3103200000000002,103.90249
1.31408,103.854
1.37043,103.83038
1.3014700000000001,103.84732
1.3043799999999999,103.76162
1.27546,103.84014
1.3808799999999999,103.75983000000001
1.31403,103.84666999999999
1.31977,103.85305
1.31326,103.85289
1.29611,103.82991
1.28257,103.83125
1.3115299999999999,103.88118
1.31105,103.88313000000001
1.31445,103.84049
1.28095,103.84155
1.33043,103.94814000000001
1.35376,103.83178000000001
1.35332,103.82851
1.30634,103.84011
1.32873,103.94814000000001
1.3284,103.94773
1.33027,103.94787
1.35426,103.82829
1.27599,103.8406
1.32669,103.84227
1.27962,103.83986
1.3151,103.8585
1.3114,103.88322
1.31539,103.82758000000001
1.30244,103.84733
1.32845,103.94697
1.32675,103.84573
1.31665,103.85351
1.31489,103.84165
1.2856,103.82840999999999
1.28185,103.84657
1.32815,103.86575
1.34159,103.95868
1.30514,103.85597
1.3040200000000002,103.85423
1.29224,103.84259
1.30376,103.85471
1.3054299999999999,103.85647
1.30541,103.85508
1.30386,103.85459
1.32723,103.86533
1.31097,103.93814
1.30197,103.89935
1.34489,103.8724
1.2761,103.84071
1.3161399999999999,103.85169
1.27493,103.84029
1.3291,103.88257
1.2757399999999999,103.83632
1.37935,103.75949
1.3195,103.84791
1.3177299999999998,103.84633000000001
1.3095299999999999,103.85958000000001
1.27549,103.8373
1.35162,103.70342
1.29891,103.84659
1.44201,103.82403000000001
1.31244,103.75869
1.44299,103.79424
1.3541100000000001,103.86946
1.35047,103.86374
1.32568,103.85009000000001
1.29473,103.83885
1.4419600000000001,103.7939
1.32574,103.85181
1.3059,103.90281
1.3052700000000002,103.83424000000001
1.31494,103.90681
1.37762,103.89024
1.41594,103.83391
1.31263,103.79793000000001
1.3356,103.86591999999999
1.2952299999999999,103.84039
1.3025799999999998,103.84810999999999
1.31304,103.87993
1.32028,103.86225
1.28209,103.85191
1.3458700000000001,103.96046
1.3141100000000001,103.84805
1.3877700000000002,103.89649
1.34495,103.96043
1.34463,103.96106999999999
1.2963799999999999,103.83975
1.31621,103.85614
1.32266,103.85221
1.39798,103.91082
1.32584,103.85379
1.3627799999999999,103.87799
1.3212,103.91483000000001
1.35071,103.85088
1.3008600000000001,103.85439000000001
1.2843,103.84738
1.30544,103.78461999999999
1.28407,103.84385
1.36788,103.97171
1.3164200000000001,103.85776
1.34471,103.96249
1.29376,103.82802
1.41621,103.84424
1.28227,103.78501
1.31534,103.85821999999999
1.3201,103.91476
1.31934,103.91574
1.29467,103.83839
1.3316,103.94739
1.29504,103.82970999999999
1.3663399999999999,103.76963
1.35894,103.96605
1.31323,103.88802
1.30067,103.8392
1.31443,103.88750999999999
1.3164799999999999,103.89486
1.3139399999999999,103.8866
1.31585,103.88554
1.3141399999999999,103.8881
1.3156,103.88776
1.31312,103.88663000000001
1.3446799999999999,103.96101999999999
1.39866,103.90555
1.32112,103.91641
1.2856299999999998,103.845
1.28362,103.84509
1.31352,103.88728
1.29261,103.7685
1.37741,103.84776
1.27495,103.83570999999999
1.31265,103.9366
1.3131,103.89178000000001
1.29568,103.84042
1.3561299999999998,103.84983000000001
1.2927,103.7685
1.28368,103.84563
1.42803,103.78584000000001
1.29561,103.84035
1.28359,103.84564
1.28342,103.84553000000001
1.32958,103.88464
1.28026,103.85296
1.33683,103.87099
1.2841,103.84253000000001
1.32234,103.9086
1.3461,103.84931999999999
1.32526,103.84718000000001
1.2958399999999999,103.82675
1.28985,103.84782
1.31322,103.87976
1.30291,103.84871
1.31532,103.8874
1.42841,103.83065
1.31644,103.88701999999999
1.31314,103.88681
1.34007,103.6962
1.3132,103.88757
1.30288,103.84825
1.31174,103.79713000000001
1.32786,103.84907
1.29655,103.84108
1.31097,103.8826
1.31271,103.88891
1.2810700000000002,103.84132
1.2949700000000002,103.80752
1.28304,103.82579
1.28315,103.83406
1.30908,103.81955
1.29361,103.76746
1.33081,103.80396
1.34507,103.76804
1.32089,103.91503
1.3147,103.90621999999999
1.2928899999999999,103.84007
1.43972,103.8226
1.3145200000000001,103.88589
1.31015,103.85967
1.31364,103.88734000000001
1.3240100000000001,103.853
1.32831,103.84834000000001
1.34471,103.86898000000001
1.3130000000000002,103.85922
1.27914,103.85002
1.30531,103.78374000000001
1.31152,103.84026999999999
1.37734,103.75464000000001
1.31467,103.88749
1.31374,103.88752
1.31375,103.88663000000001
1.31683,103.91109
1.29209,103.84109000000001
1.44154,103.82393
1.33331,103.94124000000001
1.30205,103.85804
1.31569,103.8367
1.34399,103.87076
1.34604,103.87111
1.3148600000000001,103.8862
1.3125,103.91188000000001
1.29836,103.84279000000001
1.31564,103.84075
1.44151,103.82377
1.31821,103.77942
1.31806,103.85172
1.38056,103.75988000000001
1.28777,103.84907
1.3501100000000001,103.84666999999999
1.30728,103.78113
1.37877,103.8895
1.34171,103.73485
1.31406,103.88626
1.31584,103.85582
1.2751700000000001,103.83639000000001
1.30767,103.88146
1.3111700000000002,103.88298
1.28376,103.83965
1.3084,103.86265
1.30854,103.86291
1.31226,103.88311999999999
1.2834299999999998,103.84512
1.28718,103.8262
1.34764,103.94037
1.27988,103.85065
1.30233,103.84643
1.44145,103.82342
1.2943200000000001,103.82611999999999
1.31887,103.77462
1.3133299999999999,103.90434
1.27946,103.85592
1.3149600000000001,103.88691
1.3144,103.88671
1.3143,103.88604000000001
1.28898,103.83944
1.30898,103.91219
1.31536,103.88574
1.3111700000000002,103.86214
1.27967,103.85539
1.30105,103.84786
1.3148,103.88593
1.32618,103.85394000000001
1.3149,103.88133
1.3150899999999999,103.80398000000001
1.32647,103.86453
1.2861799999999999,103.79122
1.27173,103.82231999999999
1.30331,103.84848000000001
1.31405,103.88619
1.314,103.88576
1.32087,103.91189
1.27516,103.8453
1.31382,103.88744
1.27373,103.84671
1.30623,103.78258000000001
1.3118,103.79916999999999
1.27242,103.80923
1.30798,103.78604
1.31267,103.87456999999999
1.3179100000000001,103.85083
1.31575,103.88391999999999
1.3155299999999999,103.8909
1.28283,103.83109
1.2783200000000001,103.83774
1.2787600000000001,103.82701
1.28084,103.82894
1.29407,103.8284
1.30649,103.84785
1.31441,103.9127
1.4106100000000001,103.90128
1.33317,103.72421999999999
1.34207,103.71739000000001
1.3528,103.86583
1.38496,103.84138
1.29374,103.82439000000001
1.27383,103.84634
1.31569,103.88784
1.34691,103.7213
1.3130600000000001,103.89173000000001
1.44013,103.79117
1.3128600000000001,103.88659
1.3200272198476033,103.8465
1.32281,103.85133
1.3221399999999999,103.84917
1.3426,103.71500999999999
1.31746,103.91265
1.37835,103.95465
1.32101,103.9255
1.31481,103.88701
1.31546,103.88721
1.30934,103.86336999999999
1.30661,103.88659
1.28425,103.84295999999999
1.31489,103.88798
1.35022,103.69789
1.29484,103.83859
1.38404,103.89558000000001
1.35419,103.87758000000001
1.30155,103.79117
1.30631,103.76292
1.3549,103.75239
1.31677,103.88973
1.31498,103.88587
1.3109899999999999,103.85651999999999
1.29795,103.83012
1.3055,103.84008
1.31245,103.87858
1.31544,103.88674
1.27718,103.82167
1.32796,103.92311
1.29611,103.84064000000001
1.33734,103.92298000000001
1.26714,103.81071
1.32795,103.84354
1.3137299999999998,103.88803
1.30298,103.85774
1.43605,103.79861
1.30702,103.86211999999999
1.30805,103.89591999999999
1.3138100000000001,103.88682
1.31551,103.88613000000001
1.41016,103.84466
1.30726,103.86185
1.29325,103.82334
1.38424,103.89553000000001
1.34036,103.68779
1.37821,103.90257
1.31228,103.8761
1.31083,103.88456
1.29667,103.83883
1.33903,103.68782
1.3174299999999999,103.77955
1.31236,103.82571999999999
1.2786600000000001,103.8549
1.32381,103.85526
1.31209,103.85757
1.40029,103.90401
1.27439,103.84083000000001
1.32741,103.86411
1.31731,103.78795
1.29506,103.83995999999999
1.4401,103.82477
1.31182,103.90644
1.31403,103.90645
1.31186,103.88136
1.31138,103.88157
1.3115299999999999,103.88266999999999
1.35941,103.82834
1.3142200000000002,103.90481
1.32416,103.91297
1.31298,103.93932
1.3155,103.88591
1.3139299999999998,103.87216
1.31282,103.90296
1.3083799999999999,103.86142
1.29614,103.83967
1.30521,103.84253000000001
1.31359,103.88794
1.3159299999999998,103.90714
1.30847,103.90394
1.32445,103.85396999999999
1.3067799999999998,103.90351
1.31421,103.88753
1.3331600000000001,103.72676
1.31479,103.88627
1.3161200000000002,103.88781
1.30224,103.84572
1.28344,103.83308000000001
1.3074299999999999,103.86305
1.34352,103.71526999999999
1.32419,103.851
1.3636,103.8704
1.4287,103.78145
1.38008,103.76074
1.3085200000000001,103.86173000000001
1.3419299999999998,103.73584
1.3026200000000001,103.84836
1.3075,103.86268000000001
1.30787,103.86331
1.31952,103.91476
1.28103,103.85279
1.31587,103.78891
1.2962799999999999,103.85365
1.3158299999999998,103.88886
1.32118,103.80424000000001
1.31579,103.83026
1.31504,103.80376
1.3575700000000002,103.93795
1.31724,103.91256
1.3174299999999999,103.91382
1.3185,103.91248
1.3172,103.9139
1.31857,103.91291
1.31722,103.9128
1.3168,103.91281
1.31744,103.91363
1.3234299999999999,103.85342
1.2966600000000001,103.83975
1.28227,103.8258
1.30207,103.79821
1.3404,103.82685
1.31249,103.88328
1.31447,103.88143000000001
1.31253,103.88268000000001
1.27509,103.84483
1.30174,103.85389
1.27341,103.84485
1.27534,103.84711
1.3073700000000001,103.8885
1.28031,103.85144
1.2804200000000001,103.85198000000001
1.3443200000000002,103.96211
1.30513,103.84969
1.305,103.84968
1.30339,103.84884
1.30475,103.84962
1.31443,103.89439
1.28016,103.8536
1.3057299999999998,103.84885
1.2666,103.81597
1.28435,103.84352
1.2818100000000001,103.85291
1.3109,103.91154
1.30021,103.83589
1.3075,103.86267
1.31855,103.77496
1.44161,103.82377
1.30387,103.84695
1.34574,103.94188
1.29691,103.84097
1.2976299999999998,103.83921
1.27399,103.84649
1.31138,103.89888
1.30971,103.87093
1.3113700000000001,103.88129
1.31136,103.88150999999999
1.31152,103.88109
1.31108,103.8833
1.30385,103.85095
1.3134700000000001,103.84091
1.3041200000000002,103.84905
1.3878,103.88783000000001
1.30397,103.84928000000001
1.3104200000000001,103.79518
1.29463,103.83923
1.31274,103.88659
1.3054299999999999,103.8403
1.3048799999999998,103.84002
1.3472600000000001,103.70083000000001
1.31714,103.85011
1.3527799999999999,103.75726999999999
1.31911,103.8464
1.37279,103.87369
1.28205,103.78506999999999
1.32714,103.8512
1.30803,103.8627
1.31439,103.85852
1.4043700000000001,103.90284
1.29213,103.81734
1.37932,103.9603
1.3166200000000001,103.83582
1.32869,103.8474
1.27629,103.83691999999999
1.28051,103.85327
1.2828899999999999,103.84728
1.3339,103.80873000000001
1.2765799999999998,103.84481
1.3169600000000001,103.78709
1.33084,103.94452
1.31419,103.90705
1.3285,103.84524
1.32421,103.85337
1.32475,103.8522
1.3532899999999999,103.93195
1.32218,103.84192
1.37957,103.96301
1.3300299999999998,103.94726999999999
1.31491,103.80578
1.28401,103.83384000000001
1.32235,103.85285999999999
1.32799,103.8467
1.2962,103.86954
1.2847600000000001,103.84589
1.28365,103.84637
1.31241,103.88686
1.27757,103.84141
1.28285,103.8445
1.2842,103.84444
1.27686,103.84835
1.3065200000000001,103.79449
1.35293,103.87448
1.3811799999999999,103.96262
1.28027,103.85072
1.2802799999999999,103.85331
1.28039,103.85233000000001
1.31546,103.85508
1.39021,103.85452
1.31541,103.85609000000001
1.3588799999999999,103.96506
1.36264,103.87058
1.38153,103.75944
1.31584,103.88199
1.31392,103.88384
1.32792,103.86447
1.3156700000000001,103.88186
1.32746,103.86435999999999
1.31213,103.79569000000001
1.3134,103.85401999999999
1.3037,103.84988
1.31331,103.79929
1.39019,103.87137
1.3144799999999999,103.79311
1.29525,103.83722
1.30985,103.87271
1.31028,103.88633
1.2830700000000002,103.84395
1.31679,103.78518000000001
1.31702,103.83964
1.34589,103.74904000000001
1.3395700000000001,103.8457
1.3563100000000001,103.84883
1.28041,103.85240999999999
1.32148,103.84106
1.2833700000000001,103.84369000000001
1.2988899999999999,103.85566999999999
1.30332,103.90058
1.2836299999999998,103.83998000000001
1.2977299999999998,103.84347
1.28417,103.84249
1.3534899999999999,103.70204
1.35249,103.70206
1.30208,103.90205999999999
1.28598,103.84982
1.28684,103.84912
1.2863200000000001,103.8505
1.35332,103.75255
1.31134,103.93727
1.30195,103.90241
1.28362,103.84604
1.4382,103.82685
1.42591,103.8495
1.3117,103.86028
1.31479,103.88786999999999
1.3257299999999999,103.90826
1.28207,103.78696
1.2994299999999999,103.85274
1.34443,103.73485
1.33194,103.79488
1.29464,103.81064
1.3153,103.90333000000001
1.2833700000000001,103.78359
1.29811,103.85691
1.33284,103.87767
1.34866,103.74683
1.3678,103.9022
1.33504,103.86762
1.3111700000000002,103.87361
1.3114,103.87215
1.31169,103.87275
1.3115299999999999,103.8723
1.31017,103.87394
1.30988,103.87346
1.31108,103.8741
1.34895,103.72199
1.4415200000000001,103.82242
1.44167,103.82415
1.3110600000000001,103.93683
1.3152,103.85925999999999
1.34762,103.79029
1.37424,103.84058
1.30406,103.83364
1.29702,103.83046
1.31722,103.85069
1.27399,103.84339
1.3522,103.75388000000001
1.2901,103.83917
1.3152,103.85925999999999
1.3152,103.85925999999999
1.29931,103.85063000000001
1.31907,103.90616
1.32654,103.91291
1.3152,103.85925999999999
1.3032,103.84799
1.28393,103.84335
1.28455,103.83312
1.37544,103.95919
1.27999,103.85313000000001
1.34142,103.73525
1.29108,103.83077
1.45287,103.78725
1.31609,103.85444
1.35885,103.84418000000001
1.37576,103.90349
1.31235,103.87689
1.30999,103.88591
1.30418,103.83449
1.31913,103.86103
1.27548,103.84517
1.31123,103.88521
1.35904,103.84735
1.28329,103.84251
1.3563399999999999,103.9675
1.2942200000000001,103.82911
1.42571,103.82591
1.3160399999999999,103.78135999999999
1.2833299999999999,103.83126999999999
1.31124,103.93764
1.28582,103.84274
1.30471,103.82582
1.30388,103.82985
1.33305,103.90698
1.33124,103.90621
1.32103,103.76504
1.40529,103.90132
1.3205200000000001,103.82245999999999
1.28471,103.8436
1.29211,103.80713
1.28778,103.85047
1.29049,103.8066
1.3426799999999999,103.69931
1.3471799999999998,103.92758
1.2882,103.7925
1.3166,103.90930999999999
1.3165,103.85179000000001
1.28681,103.79330999999999
1.4525,103.78921
1.38077,103.75995999999999
1.31636,103.8809
1.29836,103.83529
1.3115299999999999,103.85984
1.32158,103.85341
1.33075,103.94238
1.30364,103.83507
1.27861,103.85141999999999
1.31169,103.86033
1.28294,103.84387
1.2924,103.80660999999999
1.2833700000000001,103.82942
1.31374,103.80672
1.4299899999999999,103.78503
1.3134,103.87929
1.27655,103.84517
1.28025,103.82337
1.31854,103.84131
1.35734,103.93777
1.31408,103.88488000000001
1.3129,103.86146
1.31132,103.86153
1.31284,103.86089
1.3123200000000002,103.86178000000001
1.28271,103.84586
1.31292,103.85983
1.30655,103.90307
1.3444399999999999,103.87119
1.44005,103.82372
1.3899299999999999,103.88019
1.31168,103.88002
1.3384,103.86546
1.30723,103.7844
1.31103,103.88215
1.2866,103.85051
1.45265,103.82234
1.30368,103.83469000000001
1.32071,103.90878000000001
1.2958,103.84049
1.42562,103.82559
1.28816,103.80309
1.2872,103.79466
1.36412,103.83145999999999
1.34142,103.95665
1.27532,103.84510999999999
1.31124,103.85918000000001
1.39085,103.87926
1.28331,103.84625
1.28433,103.83122
1.2990700000000002,103.88689000000001
1.42479,103.84528
1.3441100000000001,103.88114
1.29805,103.83698000000001
1.3285200000000001,103.85600000000001
1.29866,103.89036999999999
1.28672,103.84831
1.29855,103.76648
1.29721,103.83946
1.28464,103.84629
1.30584,103.84985999999999
1.33114,103.84369000000001
1.2917100000000001,103.80779
1.3182,103.83904
1.3091899999999999,103.82701999999999
1.2948,103.8388
1.29961,103.85257
1.32656,103.86275
1.3755899999999999,103.85452
1.30313,103.90949
1.44123,103.82224000000001
1.30986,103.93345
1.30631,103.8481
1.32283,103.85234
1.32554,103.84868
1.29643,103.85178
1.29579,103.84014
1.30592,103.92515
1.2859200000000002,103.82813
1.31311,103.88710999999999
1.3226,103.91298
1.36158,103.88404
1.31722,103.88754
1.31169,103.88458
1.3277,103.86511
1.2887899999999999,103.84014
1.31639,103.88385
1.31398,103.90491
1.29558,103.8355
1.2992299999999999,103.83098000000001
1.2994299999999999,103.85177
1.37358,103.87737
1.28073,103.84085
1.29859,103.83945
1.28186,103.8522
1.29671,103.8404
1.284,103.84346
1.4336,103.77501
1.29939,103.85284
1.31057,103.86081
1.29762,103.84174
1.37342,103.94068
1.30221,103.84623
1.2994299999999999,103.85274
1.37315,103.9596
1.3008,103.90074
1.2802,103.84055
1.2778399999999999,103.84487
1.30851,103.83147
1.35673,103.75164000000001
1.3289799999999998,103.85351999999999
1.3997700000000002,103.89763
1.3153,103.88809
1.29989,103.85063000000001
1.28043,103.78286
1.29423,103.84141
1.24391,103.83915
1.27557,103.84543000000001
1.3012,103.90481
1.31431,103.88669
1.3009600000000001,103.83766999999999
1.3320299999999998,103.79507
1.32085,103.91204
1.31095,103.93287
1.35382,103.86784
1.3152,103.85925999999999
1.2843200000000001,103.84196999999999
1.29259,103.83055999999999
1.3304200000000002,103.90565
1.2886799999999998,103.84704
1.39374,103.92667
1.31683,103.85889
1.3107,103.88178
1.33909,103.77816999999999
1.29383,103.83964
1.3164200000000001,103.85734000000001
1.30264,103.85127
1.3274299999999999,103.84259
1.29645,103.8357
1.28296,103.84384
1.33514,103.87621999999999
1.27729,103.79122
1.29446,103.82571999999999
1.30797,103.92404
1.29873,103.76384
1.44347,103.80081
1.34301,103.84111999999999
1.31049,103.91391999999999
1.3262200000000002,103.85443000000001
1.32839,103.86485
1.32545,103.85311
1.31575,103.82879
1.3113700000000001,103.88209
1.29903,103.76728
1.2952299999999999,103.8904
1.44495,103.82279
1.4450399999999999,103.82343
1.44466,103.82299
1.4443700000000002,103.82355
1.3658299999999999,103.82907
1.3361299999999998,103.84406
1.30944,103.90576999999999
1.2843200000000001,103.84049
1.35039,103.74221
1.3321,103.87535
1.32271,103.85316
1.32302,103.8531
1.3229600000000001,103.85204
1.32335,103.85289
1.33717,103.72371
1.4295,103.78663
1.32196,103.85325
1.32322,103.85158
1.27996,103.85209
1.32255,103.85535
1.3228,103.85092
1.3242,103.85197
1.32341,103.85356
1.3037,103.83499
1.3466,103.75154
1.34641,103.77301
1.32388,103.92576
1.3057,103.83306999999999
1.32318,103.85313000000001
1.3229,103.85364
1.30083,103.85202
1.32429,103.93592
1.29558,103.82665
1.29306,103.81468000000001
1.35696,103.75884
1.30114,103.85378
1.37811,103.73878
1.31124,103.91016
1.35175,103.69615999999999
1.32089,103.86437
1.37883,103.95915
1.32405,103.85256
1.3142,103.84297
1.42855,103.79359000000001
1.3024799999999999,103.80027
1.29914,103.84009
1.3505,103.75506999999999
1.30606,103.91334
1.31636,103.85919
1.30102,103.86108
1.34697,103.72211999999999
1.29895,103.83824
1.2949700000000002,103.83823000000001
1.29629,103.83816
1.28348,103.84135
1.2999,103.76552
1.3513600000000001,103.69649
1.30546,103.83514
1.30325,103.83357
1.3049600000000001,103.83315
1.30419,103.83426
1.3034299999999999,103.83318
1.3056299999999998,103.83491
1.3289600000000001,103.84178
1.30955,103.90031
1.30534,103.8359
1.29241,103.82779000000001
1.28116,103.85169
1.32978,103.90536
1.30542,103.8389
1.3103,103.91325
1.31161,103.91139
1.32307,103.84111
1.3063,103.90294
1.32769,103.81104
1.30221,103.85109
1.34263,103.83768
1.3371,103.77431
1.32528,103.9153
1.29094,103.83665
1.2951,103.83863000000001
1.32513,103.91463
1.32551,103.91632
1.2961200000000002,103.83874
1.32761,103.9118
1.28966,103.80503
1.295,103.83825
1.2899100000000001,103.8308
1.32683,103.84697
1.29502,103.83949
1.40724,103.89814
1.32865,103.90691
1.32792,103.9049
1.28427,103.84271
1.38045,103.96486999999999
1.30474,103.78763000000001
1.31216,103.87991
1.32433,103.86437
1.28741,103.80272
1.31525,103.85296
1.31758,103.89038000000001
1.2957299999999998,103.83769000000001
1.2819200000000002,103.84399
1.31487,103.85408000000001
1.2820200000000002,103.8467
1.30259,103.83927
1.3035,103.83091
1.28156,103.84572
1.31629,103.84463000000001
1.4285299999999999,103.76756999999999
1.3143799999999999,103.90136
1.31528,103.85556
1.28052,103.85205
1.27635,103.83898
1.29695,103.76518
1.36599,103.74786999999999
1.45204,103.78765
1.36246,103.88486999999999
